,user_id,food_id,rating,users_frequency,items_frequency
4256,27643,37413,5,281,272
4258,52427,37413,5,25,272
4260,35526,37413,5,317,272
4261,20480,37413,5,334,272
4262,26041,37413,5,71,272
4263,57003,37413,5,24,272
4264,51292,37413,5,38,272
4265,41706,37413,5,53,272
4266,56670,37413,5,42,272
4268,51011,37413,5,276,272
4269,64682,37413,5,59,272
4270,67103,37413,4,181,272
4271,9869,37413,5,669,272
4275,72489,37413,5,77,272
4276,39835,37413,5,1360,272
4278,101823,37413,5,876,272
4279,56251,37413,5,106,272
4280,74736,37413,4,48,272
4283,68460,37413,5,467,272
4285,116401,37413,5,70,272
4286,7108,37413,5,205,272
4287,64203,37413,5,256,272
4288,97895,37413,5,56,272
4291,42720,37413,5,138,272
4293,113509,37413,4,127,272
4294,53368,37413,0,90,272
4297,101376,37413,5,174,272
4298,104472,37413,5,88,272
4299,138799,37413,5,148,272
4300,38218,37413,5,113,272
4302,138686,37413,4,44,272
4303,128950,37413,5,106,272
4304,157425,37413,3,1139,272
4306,79636,37413,2,31,272
4307,169969,37413,5,745,272
4308,66983,37413,5,65,272
4310,76001,37413,5,42,272
4311,189393,37413,5,23,272
4312,47559,37413,5,581,272
4315,72386,37413,5,45,272
4316,37036,37413,5,300,272
4319,13483,37413,5,692,272
4320,97901,37413,4,156,272
4321,134875,37413,5,31,272
4322,39194,37413,4,113,272
4325,186802,37413,5,154,272
4326,134011,37413,5,121,272
4327,60992,37413,5,519,272
4328,229619,37413,4,141,272
4329,163083,37413,5,20,272
4330,32058,37413,5,207,272
4331,168922,37413,5,25,272
4332,153866,37413,5,58,272
4333,209942,37413,5,29,272
4334,55882,37413,5,49,272
4335,98016,37413,5,42,272
4336,159084,37413,5,24,272
4338,146552,37413,4,68,272
4339,44383,37413,5,87,272
4341,31261,37413,5,35,272
4342,199708,37413,5,66,272
4343,203325,37413,4,127,272
4344,9579,37413,5,67,272
4345,285467,37413,5,22,272
4347,259154,37413,5,30,272
4348,83642,37413,5,27,272
4349,174991,37413,5,213,272
4350,280271,37413,5,1302,272
4351,305187,37413,5,27,272
4352,279506,37413,5,21,272
4354,269331,37413,5,146,272
4355,288351,37413,5,75,272
4356,24565,37413,5,23,272
4357,108892,37413,4,20,272
4358,65720,37413,4,109,272
4359,380547,37413,2,33,272
4362,354465,37413,4,80,272
4365,80937,37413,5,39,272
4366,322381,37413,4,148,272
4367,248292,37413,5,66,272
4368,415204,37413,5,72,272
4370,353492,37413,5,28,272
4372,394604,37413,5,29,272
4375,140132,37413,5,1109,272
4378,9717,37413,5,68,272
4379,169130,37413,5,34,272
4380,68715,37413,5,167,272
4382,39311,37413,5,46,272
4383,380162,37413,2,43,272
4386,227607,37413,4,274,272
4387,38574,37413,4,59,272
4388,328235,37413,5,45,272
4389,46660,37413,5,168,272
4390,294705,37413,4,43,272
4392,57437,37413,4,78,272
4394,229524,37413,5,134,272
4395,41894,37413,5,24,272
4397,3288,37413,4,104,272
4400,248023,37413,4,232,272
4405,256795,37413,5,165,272
4408,369715,37413,5,1611,272
4409,218535,37413,5,272,272
4410,85528,37413,4,54,272
4415,189616,37413,5,416,272
4418,140787,37413,3,24,272
4419,107231,37413,5,26,272
4421,242484,37413,5,97,272
4426,286851,37413,4,108,272
4427,232669,37413,5,223,272
4429,371738,37413,5,135,272
4431,216671,37413,5,39,272
4432,298447,37413,5,121,272
4434,517198,37413,3,30,272
4435,415934,37413,5,65,272
4436,26313,37413,3,20,272
4437,303446,37413,4,27,272
4438,125245,37413,5,23,272
4439,969481,37413,5,98,272
4440,908175,37413,4,20,272
4441,358796,37413,4,241,272
4442,114882,37413,4,52,272
4444,391048,37413,5,82,272
4448,339280,37413,5,21,272
4449,35488,37413,5,41,272
4450,480970,37413,5,32,272
4454,238113,37413,5,106,272
4455,1168372,37413,5,34,272
4456,400420,37413,4,96,272
4457,790231,37413,5,61,272
4458,424008,37413,5,59,272
4459,55729,37413,4,445,272
4460,1027074,37413,5,47,272
4461,199697,37413,4,56,272
4463,165755,37413,0,24,272
4464,457661,37413,5,63,272
4466,389431,37413,3,72,272
4468,954139,37413,4,30,272
4470,168462,37413,5,511,272
4473,91392,37413,3,486,272
4475,111342,37413,5,103,272
4477,992845,37413,4,92,272
4479,55578,37413,4,198,272
4481,164913,37413,4,45,272
4483,994748,37413,5,21,272
4484,772128,37413,5,20,272
4485,103876,37413,4,391,272
4486,50969,37413,5,520,272
4489,784827,37413,5,23,272
4490,195589,37413,5,170,272
4491,847160,37413,4,65,272
4497,789516,37413,4,250,272
4498,70073,37413,5,196,272
4502,202865,37413,5,26,272
4503,135887,37413,4,191,272
4505,173579,37413,5,667,272
4509,37779,37413,5,623,272
4510,537937,37413,5,751,272
4512,531256,37413,5,43,272
4516,894666,37413,5,49,272
4570,160974,119804,5,770,74
4571,209441,119804,5,155,74
4572,133174,119804,5,2004,74
4573,129652,119804,4,157,74
4574,100185,119804,5,83,74
4575,168462,119804,5,511,74
4576,50151,119804,5,82,74
4577,33159,119804,5,445,74
4578,269891,119804,5,69,74
4579,241140,119804,5,87,74
4580,323389,119804,4,138,74
4581,260911,119804,5,104,74
4582,49542,119804,5,139,74
4584,314825,119804,4,59,74
4586,141293,119804,5,337,74
4587,57222,119804,4,270,74
4588,195750,119804,5,89,74
4590,57101,119804,5,104,74
4591,91392,119804,5,486,74
4592,60992,119804,5,519,74
4593,551470,119804,5,21,74
4594,137911,119804,5,242,74
4595,169430,119804,5,2694,74
4596,165206,119804,5,21,74
4597,354675,119804,5,140,74
4599,382071,119804,4,696,74
4602,226066,119804,5,722,74
4603,546012,119804,5,49,74
4604,441981,119804,5,64,74
4607,139930,119804,5,25,74
4609,394077,119804,5,325,74
4611,628076,119804,5,144,74
4615,457907,119804,5,89,74
4616,444132,119804,5,337,74
4617,158086,119804,5,697,74
4618,298981,119804,5,107,74
4619,470351,119804,5,350,74
4620,531310,119804,5,72,74
4623,457321,119804,5,21,74
4624,111291,119804,5,66,74
4630,50711,119804,0,23,74
4632,363055,119804,5,171,74
4633,717221,119804,5,62,74
4634,666681,119804,5,51,74
4637,1179225,119804,5,944,74
4638,32772,119804,5,241,74
4697,573772,345232,5,34,33
4699,91584,345232,5,117,33
4701,983723,345232,5,24,33
4702,422893,345232,5,1085,33
4703,1072593,345232,5,1361,33
4704,195589,345232,5,170,33
4708,839492,345232,5,168,33
4719,841895,345232,5,116,33
4742,60989,30081,5,215,239
4743,86627,30081,5,49,239
4744,64682,30081,5,59,239
4747,29063,30081,4,95,239
4748,31232,30081,5,81,239
4749,95502,30081,5,43,239
4750,98919,30081,5,186,239
4751,125773,30081,5,106,239
4752,88047,30081,5,22,239
4753,125677,30081,3,57,239
4754,134624,30081,5,155,239
4756,46660,30081,5,168,239
4758,58038,30081,4,293,239
4759,111342,30081,5,103,239
4760,64625,30081,4,225,239
4762,5060,30081,2,1256,239
4763,213652,30081,5,20,239
4764,39835,30081,3,1360,239
4765,107334,30081,4,47,239
4770,284922,30081,5,100,239
4771,208455,30081,5,52,239
4772,158086,30081,5,697,239
4773,246936,30081,5,81,239
4774,344087,30081,4,53,239
4775,278578,30081,5,58,239
4776,53932,30081,4,909,239
4777,302094,30081,4,200,239
4778,185293,30081,5,88,239
4780,125388,30081,4,673,239
4781,358796,30081,3,241,239
4782,307214,30081,5,176,239
4784,57222,30081,4,270,239
4785,299849,30081,5,21,239
4786,176843,30081,5,46,239
4787,129992,30081,4,52,239
4788,236170,30081,4,36,239
4789,227652,30081,5,629,239
4790,331557,30081,3,156,239
4791,49168,30081,5,92,239
4793,137911,30081,5,242,239
4795,295741,30081,3,37,239
4796,221044,30081,4,29,239
4799,180898,30081,4,280,239
4801,250238,30081,4,74,239
4802,488244,30081,5,28,239
4803,242809,30081,5,75,239
4804,270514,30081,4,150,239
4805,465659,30081,4,32,239
4806,457907,30081,5,89,239
4807,250835,30081,3,21,239
4808,55773,30081,5,21,239
4809,183817,30081,4,25,239
4813,539990,30081,5,33,239
4815,497077,30081,5,115,239
4818,241140,30081,5,87,239
4819,312577,30081,5,197,239
4821,311566,30081,5,55,239
4822,651269,30081,5,30,239
4823,555701,30081,4,40,239
4825,180090,30081,5,181,239
4827,286851,30081,4,108,239
4829,185285,30081,5,297,239
4830,604324,30081,5,37,239
4833,231612,30081,4,48,239
4835,399474,30081,4,87,239
4836,740247,30081,5,46,239
4839,358095,30081,4,76,239
4843,176615,30081,5,1392,239
4844,252570,30081,3,37,239
4845,191533,30081,5,305,239
4846,383853,30081,4,319,239
4847,837451,30081,5,34,239
4850,310237,30081,5,27,239
4851,601528,30081,5,274,239
4852,409184,30081,4,104,239
4861,470351,30081,5,350,239
4863,709541,30081,5,51,239
4864,889489,30081,5,26,239
4865,251626,30081,4,89,239
4867,256795,30081,4,165,239
4868,440324,30081,5,454,239
4876,477411,30081,5,101,239
4877,572152,30081,5,57,239
4879,170628,30081,5,112,239
4880,185926,30081,4,189,239
4881,303446,30081,4,27,239
4882,992845,30081,5,92,239
4883,544754,30081,5,40,239
4884,625696,30081,4,157,239
4885,607820,30081,5,48,239
4888,593726,30081,5,138,239
4890,124945,30081,5,20,239
4891,13483,30081,5,692,239
4892,579298,30081,4,137,239
4893,350750,30081,5,226,239
4894,1331434,30081,4,56,239
4897,637486,30081,5,45,239
4898,140132,30081,5,1109,239
4905,1230562,30081,4,41,239
4907,1244621,30081,4,45,239
4913,1329782,30081,0,199,239
4916,790231,30081,4,61,239
4917,269331,30081,5,146,239
4918,736607,30081,5,47,239
4920,847160,30081,3,65,239
4922,663997,30081,5,207,239
4924,76951,30081,5,160,239
4925,118840,30081,5,67,239
4928,1019163,30081,4,37,239
4930,145352,30081,5,623,239
4932,305869,30081,5,38,239
4933,1821704,30081,1,23,239
4936,655199,30081,4,69,239
4937,546010,30081,5,224,239
4938,978876,30081,4,76,239
4943,119552,30081,5,93,239
4946,337963,30081,5,355,239
4949,126440,30081,5,1045,239
4955,502302,30081,5,139,239
4956,232673,30081,4,33,239
4957,285039,30081,4,425,239
4958,199020,30081,5,200,239
4960,1458727,30081,0,38,239
4966,888081,30081,3,30,239
4969,1072593,30081,5,1361,239
4971,839492,30081,4,168,239
5030,847160,79944,3,65,254
5034,25792,79944,5,169,254
5035,56498,79944,5,44,254
5036,22724,79944,5,45,254
5037,59780,79944,5,374,254
5039,8526,79944,4,40,254
5041,39334,79944,5,157,254
5043,131126,79944,5,1341,254
5045,119466,79944,5,427,254
5046,179133,79944,5,740,254
5047,7108,79944,5,205,254
5048,189287,79944,5,29,254
5050,132383,79944,5,106,254
5051,147175,79944,4,26,254
5052,192849,79944,5,57,254
5053,168921,79944,5,142,254
5054,157785,79944,5,50,254
5055,39194,79944,5,113,254
5058,149363,79944,5,599,254
5059,101823,79944,4,876,254
5060,209942,79944,5,29,254
5064,146742,79944,5,87,254
5065,186070,79944,5,147,254
5066,11297,79944,5,310,254
5068,177285,79944,3,21,254
5071,51011,79944,4,276,254
5072,290994,79944,5,20,254
5075,208755,79944,5,108,254
5076,57256,79944,4,169,254
5077,125512,79944,5,29,254
5078,305187,79944,5,27,254
5079,246482,79944,5,240,254
5080,593726,79944,4,138,254
5081,201762,79944,5,40,254
5082,389431,79944,5,72,254
5085,291306,79944,4,39,254
5086,191047,79944,3,42,254
5087,355637,79944,4,130,254
5088,121840,79944,3,49,254
5089,140132,79944,5,1109,254
5093,229524,79944,5,134,254
5094,240552,79944,5,369,254
5095,490142,79944,5,76,254
5097,215898,79944,4,128,254
5099,251917,79944,5,429,254
5101,246936,79944,5,81,254
5103,258877,79944,5,36,254
5107,30298,79944,5,27,254
5109,357987,79944,4,56,254
5118,749562,79944,5,21,254
5119,428060,79944,4,67,254
5121,362206,79944,5,20,254
5122,593159,79944,5,31,254
5124,530731,79944,4,29,254
5125,571308,79944,5,74,254
5127,56905,79944,5,22,254
5132,269331,79944,5,146,254
5133,518581,79944,5,110,254
5134,564378,79944,5,23,254
5135,125640,79944,4,229,254
5137,86359,79944,5,22,254
5138,467492,79944,5,24,254
5146,162826,79944,5,511,254
5149,32058,79944,5,207,254
5155,97780,79944,4,91,254
5161,35714,79944,5,30,254
5167,376098,79944,5,148,254
5168,456799,79944,2,42,254
5169,526810,79944,5,21,254
5171,286851,79944,3,108,254
5173,246266,79944,3,116,254
5175,368277,79944,5,53,254
5176,44383,79944,5,87,254
5177,605921,79944,2,37,254
5180,489552,79944,5,180,254
5182,215014,79944,5,21,254
5185,185285,79944,5,297,254
5187,42217,79944,5,33,254
5189,227607,79944,5,274,254
5190,55729,79944,4,445,254
5200,714956,79944,5,34,254
5201,628127,79944,5,70,254
5202,1291672,79944,5,23,254
5203,237624,79944,5,42,254
5204,663997,79944,5,207,254
5205,484436,79944,5,28,254
5208,53002,79944,5,27,254
5211,103224,79944,4,47,254
5212,96641,79944,5,42,254
5214,46357,79944,5,87,254
5222,1365025,79944,3,196,254
5223,404043,79944,5,31,254
5224,206354,79944,5,45,254
5225,748565,79944,5,90,254
5229,442244,79944,5,29,254
5235,431961,79944,5,21,254
5236,542900,79944,3,32,254
5237,736607,79944,5,47,254
5238,1244621,79944,3,45,254
5240,120264,79944,4,39,254
5241,352814,79944,4,56,254
5242,238113,79944,4,106,254
5244,318235,79944,3,172,254
5245,1072593,79944,5,1361,254
5247,771965,79944,5,57,254
5248,118268,79944,5,137,254
5249,242484,79944,5,97,254
5251,383795,79944,4,87,254
5254,61525,79944,5,29,254
5255,371738,79944,3,135,254
5260,206747,79944,5,355,254
5261,166019,79944,5,44,254
5262,222564,79944,5,1088,254
5265,599741,79944,0,23,254
5267,296050,79944,5,53,254
5269,57222,79944,5,270,254
5271,2549237,79944,4,139,254
5274,207176,79944,0,301,254
5293,1535,47474,5,493,26
5295,137477,47474,5,41,26
5297,35140,47474,5,195,26
5298,240552,47474,5,369,26
5299,546010,47474,5,224,26
5300,143811,47474,4,24,26
5303,85573,47474,5,32,26
5314,142367,47474,5,115,26
5315,199657,47474,4,78,26
5439,4439,515167,0,337,74
5491,9869,11040,5,669,35
5492,18391,11040,5,395,35
5493,20114,11040,5,53,35
5494,14613,11040,5,50,35
5495,27783,11040,4,432,35
5496,3288,11040,5,104,35
5498,34122,11040,5,55,35
5500,23728,11040,5,22,35
5501,31232,11040,5,81,35
5502,41578,11040,4,712,35
5503,37779,11040,5,623,35
5504,50643,11040,5,46,35
5505,8688,11040,5,754,35
5506,85714,11040,4,60,35
5508,133174,11040,5,2004,35
5509,169969,11040,5,745,35
5510,47892,11040,5,1093,35
5511,199418,11040,5,73,35
5512,290107,11040,4,149,35
5513,94243,11040,3,71,35
5515,310749,11040,3,92,35
5517,744939,11040,4,58,35
5518,323328,11040,4,76,35
5522,107583,11040,5,1485,35
5523,383346,11040,5,3340,35
5524,482376,11040,5,1050,35
5525,424680,11040,5,4469,35
5563,49304,110806,5,472,20
5564,24386,110806,5,312,20
5565,68884,110806,5,266,20
5566,52543,110806,5,463,20
5567,95044,110806,5,27,20
5568,197023,110806,5,961,20
5569,182010,110806,5,569,20
5570,151325,110806,5,139,20
5571,369363,110806,5,26,20
5572,39835,110806,5,1360,20
5573,340503,110806,5,108,20
5574,68460,110806,5,467,20
5575,130219,110806,4,184,20
5577,216999,110806,4,92,20
5578,469903,110806,4,580,20
5579,840768,110806,5,296,20
5581,626096,110806,4,85,20
5759,2310,51935,5,246,22
5763,112411,51935,5,34,22
5764,65056,51935,5,396,22
5766,193516,51935,5,259,22
5767,40620,51935,2,70,22
5769,427184,51935,4,337,22
5771,362986,51935,5,20,22
5772,331472,51935,5,44,22
5774,673444,51935,4,238,22
5779,180406,51935,5,46,22
5782,253710,130073,5,37,23
5783,287246,130073,5,37,23
5784,67103,130073,3,181,23
5787,128447,130073,5,93,23
5789,369597,130073,5,22,23
5790,130896,130073,4,26,23
5791,468146,130073,0,88,23
5796,620763,130073,4,168,23
5797,311003,130073,5,246,23
5798,991523,130073,4,67,23
5799,124190,130073,4,154,23
5800,51652,130073,5,33,23
5825,163986,104084,4,37,33
5826,136997,104084,5,880,33
5827,113509,104084,5,127,33
5829,6357,104084,0,899,33
5831,28649,104084,5,202,33
5833,103809,104084,5,65,33
5834,32143,104084,5,90,33
5835,76951,104084,4,160,33
5839,185293,104084,5,88,33
5841,347246,104084,5,34,33
5842,208455,104084,5,52,33
5844,197746,104084,5,29,33
5846,146552,104084,5,68,33
5847,88272,104084,5,24,33
5849,399657,104084,5,38,33
5850,232190,104084,4,87,33
5851,612413,104084,5,22,33
5853,588863,104084,5,59,33
5854,195589,104084,5,170,33
5855,93911,104084,5,73,33
5874,46357,97553,4,87,22
5875,8629,97553,5,425,22
5876,166294,97553,5,135,22
5880,203823,97553,5,63,22
5882,56002,97553,5,46,22
5885,305187,97553,5,27,22
5886,1105991,97553,5,247,22
5887,145338,97553,5,40,22
5888,176615,97553,5,1392,22
5890,36810,97553,5,32,22
5893,442276,97553,5,31,22
5894,400708,97553,5,778,22
5934,28846,26110,5,31,770
5935,20371,26110,5,138,770
5937,28649,26110,5,202,770
5938,49937,26110,5,23,770
5939,60575,26110,5,28,770
5941,13063,26110,5,93,770
5942,107651,26110,4,242,770
5945,35965,26110,5,81,770
5947,8688,26110,5,754,770
5948,28346,26110,5,183,770
5949,5060,26110,5,1256,770
5952,60694,26110,5,41,770
5953,62043,26110,0,137,770
5954,35526,26110,5,317,770
5958,91867,26110,3,55,770
5959,29212,26110,5,50,770
5960,60260,26110,4,245,770
5964,39835,26110,4,1360,770
5965,52543,26110,5,463,770
5966,58413,26110,5,42,770
5967,115525,26110,5,68,770
5968,134624,26110,5,155,770
5969,123897,26110,5,92,770
5970,26075,26110,5,54,770
5971,62191,26110,5,48,770
5972,89240,26110,5,64,770
5973,35701,26110,5,84,770
5974,56087,26110,5,96,770
5975,130663,26110,5,371,770
5976,95743,26110,5,1491,770
5978,167225,26110,5,159,770
5979,176615,26110,5,1392,770
5982,78213,26110,5,45,770
5985,302094,26110,5,200,770
5986,222433,26110,5,141,770
5987,188837,26110,5,31,770
5989,335606,26110,5,28,770
5991,268272,26110,5,26,770
5993,402559,26110,5,204,770
5994,97579,26110,5,68,770
5995,120121,26110,5,101,770
5996,128473,26110,5,2171,770
5997,316194,26110,4,40,770
5999,196038,26110,4,69,770
6000,148715,26110,5,58,770
6001,461834,26110,5,1046,770
6003,95241,26110,5,40,770
6005,394617,26110,2,34,770
6006,458309,26110,5,20,770
6009,280166,26110,5,197,770
6011,163986,26110,5,37,770
6014,469831,26110,5,31,770
6015,306469,26110,4,22,770
6021,579228,26110,5,41,770
6022,169166,26110,4,32,770
6025,125808,26110,5,63,770
6026,400420,26110,5,96,770
6027,129652,26110,3,157,770
6028,491970,26110,5,35,770
6030,173579,26110,5,667,770
6033,262272,26110,5,71,770
6034,64203,26110,5,256,770
6035,530731,26110,4,29,770
6043,56002,26110,5,46,770
6045,481092,26110,4,288,770
6053,314327,26110,3,53,770
6058,526810,26110,5,21,770
6062,132383,26110,5,106,770
6065,250031,26110,5,191,770
6066,51717,26110,5,38,770
6074,945289,26110,5,43,770
6075,961578,26110,5,22,770
6076,941891,26110,4,20,770
6077,256795,26110,4,165,770
6078,216671,26110,5,39,770
6080,194886,26110,5,74,770
6082,674484,26110,5,63,770
6084,324621,26110,4,219,770
6085,532289,26110,5,64,770
6086,353131,26110,5,129,770
6089,733902,26110,3,20,770
6093,48107,26110,2,49,770
6094,25356,26110,5,28,770
6099,600761,26110,5,36,770
6100,997403,26110,5,35,770
6101,366914,26110,5,88,770
6104,486078,26110,5,48,770
6106,47723,26110,4,63,770
6107,209983,26110,5,176,770
6111,485151,26110,5,64,770
6113,249867,26110,5,26,770
6118,47510,26110,2,444,770
6125,126440,26110,5,1045,770
6126,780028,26110,5,36,770
6127,870569,26110,3,51,770
6128,1072593,26110,5,1361,770
6131,368078,26110,5,99,770
6136,755277,26110,5,34,770
6137,1002265,26110,5,40,770
6144,175827,26110,0,26,770
6146,886660,26110,5,24,770
6158,345731,26110,5,43,770
6161,508949,26110,4,38,770
6163,401688,26110,4,46,770
6164,536962,26110,5,29,770
6165,166475,26110,4,64,770
6168,801264,26110,4,49,770
6169,1175362,26110,5,104,770
6170,199697,26110,3,56,770
6171,122877,26110,5,98,770
6172,133933,26110,5,33,770
6176,965764,26110,5,34,770
